esmini GIT REV: 41f5f08
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: ./resources/esmini-sim/./dcase.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
30, 1.500000, Ego, 0, 16.000000, 0.000000, 5.739575, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 56.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 56.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
31, 1.550000, Ego, 0, 16.000000, 0.000000, 1.742104, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 56.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 56.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
32, 1.600000, Ego, 0, 16.000000, 0.000000, 4.027819, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 57.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 57.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
33, 1.650000, Ego, 0, 16.000000, 0.000000, 0.030348, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 58.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 58.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
34, 1.700000, Ego, 0, 16.000000, 0.000000, 2.316062, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 59.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 59.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
35, 1.750000, Ego, 0, 16.000000, 0.000000, 4.601776, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 60.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
36, 1.800000, Ego, 0, 16.000000, 0.000000, 0.604305, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 60.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 60.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
37, 1.850000, Ego, 0, 16.000000, 0.000000, 2.890020, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 61.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 61.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
38, 1.900000, Ego, 0, 16.000000, 0.000000, 5.175734, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 62.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 62.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
39, 1.950000, Ego, 0, 16.000000, 0.000000, 1.178263, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 63.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 63.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
40, 2.000000, Ego, 0, 16.000000, 0.000000, 3.463977, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 64.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
41, 2.050000, Ego, 0, 16.000000, 0.000000, 5.749691, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 64.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 64.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 0.000000, 0.000000, 0.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
42, 2.100000, Ego, 0, 16.000000, 0.000000, 1.752220, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 65.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 65.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -4.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -4.000000, -1, -2.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
43, 2.150000, Ego, 0, 16.000000, 0.000000, 4.037935, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 66.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 66.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.950000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 20.000000, 0.000000, 110.000000, -3.950000, -1, -2.415000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
44, 2.200000, Ego, 0, 16.000000, 0.000000, 0.040464, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 67.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 67.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.900000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.900000, -1, -2.365000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
45, 2.250000, Ego, 0, 16.000000, 0.000000, 2.326178, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 68.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.850000, 0.000000, -0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -3.850000, -1, -2.315000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
46, 2.300000, Ego, 0, 16.000000, 0.000000, 4.611892, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 68.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 68.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.800000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.800000, -1, -2.265000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
47, 2.350000, Ego, 0, 16.000000, 0.000000, 0.614421, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 69.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 69.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.750000, 0.000000, 0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -3.750000, -1, -2.215000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
48, 2.400000, Ego, 0, 16.000000, 0.000000, 2.900135, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 70.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 70.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.700000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.700000, -1, -2.165000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
49, 2.450000, Ego, 0, 16.000000, 0.000000, 5.185850, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 71.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 71.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.650000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.650000, -1, -2.115000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
50, 2.500000, Ego, 0, 16.000000, 0.000000, 1.188379, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 72.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.600000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.600000, -1, -2.065000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
51, 2.550000, Ego, 0, 16.000000, 0.000000, 3.474093, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 72.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 72.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.550000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.550000, -1, -2.015000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
52, 2.600000, Ego, 0, 16.000000, 0.000000, 5.759807, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 73.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 73.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.500000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.500000, -1, -1.965000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
53, 2.650000, Ego, 0, 16.000000, 0.000000, 1.762336, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 74.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 74.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.450000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.450000, -1, -1.915000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
54, 2.700000, Ego, 0, 16.000000, 0.000000, 4.048051, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 75.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 75.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.400000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.400000, -1, -1.865000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
55, 2.750000, Ego, 0, 16.000000, 0.000000, 0.050580, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 76.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.350000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.350000, -1, -1.815000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
56, 2.800000, Ego, 0, 16.000000, 0.000000, 2.336294, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 76.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 76.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.300000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.300000, -1, -1.765000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
57, 2.850000, Ego, 0, 16.000000, 0.000000, 4.622008, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 77.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 77.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.250000, 0.000000, -0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -3.250000, -1, -1.715000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
58, 2.900000, Ego, 0, 16.000000, 0.000000, 0.624537, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 78.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 78.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.200000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -3.200000, -1, -1.665000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
59, 2.950000, Ego, 0, 16.000000, 0.000000, 2.910251, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 79.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 79.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.150000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.150000, -1, -1.615000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
60, 3.000000, Ego, 0, 16.000000, 0.000000, 5.195966, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 80.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 80.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.100000, 0.000000, -0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -3.100000, -1, -1.565000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
61, 3.050000, Ego, 0, 16.000000, 0.000000, 1.198495, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 80.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 80.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.050000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -3.050000, -1, -1.515000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
62, 3.100000, Ego, 0, 16.000000, 0.000000, 3.484209, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 81.600000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 81.600000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -3.000000, 0.000000, 0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -3.000000, -1, -1.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
63, 3.150000, Ego, 0, 16.000000, 0.000000, 5.769923, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 82.400000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 82.400000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.950000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.950000, -1, -1.415000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
64, 3.200000, Ego, 0, 16.000000, 0.000000, 1.772452, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 83.200000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 83.200000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.900000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.900000, -1, -1.365000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
65, 3.250000, Ego, 0, 16.000000, 0.000000, 4.058167, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 84.000000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 84.000000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.850000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.850000, -1, -1.315000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
