esmini GIT REV: 41f5f08
esmini GIT TAG: 
esmini GIT BRANCH: master
esmini BUILD VERSION: N/A - client build
Scenario File Name: ./resources/esmini-sim/./dcase.xosc
Number of Vehicles: 2
Index [-] , TimeStamp [s] , #1 Entitity_Name [-] , #1 Entitity_ID [-] , #1 Current_Speed [m/s] , #1 Wheel_Angle [deg] , #1 Wheel_Rotation [-] , #1 bb_x [m] , #1 bb_y [m] , #1 bb_z [m] , #1 bb_length [m] , #1 bb_width [m] , #1 bb_height [m] , #1 World_Position_X [m] , #1 World_Position_Y [m] , #1 World_Position_Z [m] , #1 Vel_X [m/s] , #1 Vel_Y [m/s] , #1 Vel_Z [m/s] , #1 Acc_X [m/s2] , #1 Acc_Y [m/s2] , #1 Acc_Z [m/s2] , #1 Distance_Travelled_Along_Road_Segment [m] , #1 Lateral_Distance_Lanem [m] , #1 lane_id, #1 lane_offset[m] , #1 World_Heading_Angle [rad] , #1 Heading_Angle_Rate [rad/s] , #1 Relative_Heading_Angle [rad] , #1 Relative_Heading_Angle_Drive_Direction [rad] , #1 World_Pitch_Angle [rad] , #1 Road_Curvature [1/m] , #1 collision_ids , #2 Entitity_Name [-] , #2 Entitity_ID [-] , #2 Current_Speed [m/s] , #2 Wheel_Angle [deg] , #2 Wheel_Rotation [-] , #2 bb_x [m] , #2 bb_y [m] , #2 bb_z [m] , #2 bb_length [m] , #2 bb_width [m] , #2 bb_height [m] , #2 World_Position_X [m] , #2 World_Position_Y [m] , #2 World_Position_Z [m] , #2 Vel_X [m/s] , #2 Vel_Y [m/s] , #2 Vel_Z [m/s] , #2 Acc_X [m/s2] , #2 Acc_Y [m/s2] , #2 Acc_Z [m/s2] , #2 Distance_Travelled_Along_Road_Segment [m] , #2 Lateral_Distance_Lanem [m] , #2 lane_id, #2 lane_offset [m] , #2 World_Heading_Angle [rad] , #2 Heading_Angle_Rate [rad/s] , #2 Relative_Heading_Angle [rad] , #2 Relative_Heading_Angle_Drive_Direction [rad] , #2 World_Pitch_Angle [rad] , #2 Road_Curvature [1/m] , #2 collision_ids , 
66, 3.300000, Ego, 0, 16.000000, 0.000000, 0.060695, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 84.800000, -1.535000, 0.000000, 16.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 84.800000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.800000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.800000, -1, -1.265000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
67, 3.350000, Ego, 0, 15.968395, 0.000000, 2.341895, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 85.598420, -1.535000, 0.000000, 15.968395, 0.000000, 0.000000, -0.632100, 0.000000, 0.000000, 85.598420, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.750000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.750000, -1, -1.215000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
68, 3.400000, Ego, 0, 15.905185, 0.000000, 4.614064, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 86.393679, -1.535000, 0.000000, 15.905185, 0.000000, 0.000000, -1.264200, 0.000000, 0.000000, 86.393679, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 3.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.700000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.700000, -1, -1.165000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
69, 3.450000, Ego, 0, 15.810370, 0.000000, 0.589503, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 87.184197, -1.535000, 0.000000, 15.810370, 0.000000, 0.000000, -1.896300, 0.000000, 0.000000, 87.184197, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.650000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.650000, -1, -1.115000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
70, 3.500000, Ego, 0, 15.683950, 0.000000, 2.830067, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 87.968395, -1.535000, 0.000000, 15.683950, 0.000000, 0.000000, -2.528400, 0.000000, 0.000000, 87.968395, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.600000, 0.000000, -0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -2.600000, -1, -1.065000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
71, 3.550000, Ego, 0, 15.525925, 0.000000, 5.048057, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 88.744691, -1.535000, 0.000000, 15.525925, 0.000000, 0.000000, -3.160500, 0.000000, 0.000000, 88.744691, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.550000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.550000, -1, -1.015000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
72, 3.600000, Ego, 0, 15.336295, 0.000000, 0.955771, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 89.511506, -1.535000, 0.000000, 15.336295, 0.000000, 0.000000, -3.792600, 0.000000, 0.000000, 89.511506, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.500000, 0.000000, 0.000000, 1.000000, 0.000000, -0.000000, 0.000000, 0.000000, 110.000000, -2.500000, -1, -0.965000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
73, 3.650000, Ego, 0, 15.115060, 0.000000, 3.115065, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 90.267259, -1.535000, 0.000000, 15.115060, 0.000000, 0.000000, -4.424700, 0.000000, 0.000000, 90.267259, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.450000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.450000, -1, -0.915000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
74, 3.700000, Ego, 0, 14.862220, 0.000000, 5.238239, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 91.010370, -1.535000, 0.000000, 14.862220, 0.000000, 0.000000, -5.056800, 0.000000, 0.000000, 91.010370, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.400000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.400000, -1, -0.865000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
75, 3.750000, Ego, 0, 14.577775, 0.000000, 1.037593, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 91.739259, -1.535000, 0.000000, 14.577775, 0.000000, 0.000000, -5.688900, 0.000000, 0.000000, 91.739259, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 4.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.350000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.350000, -1, -0.815000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
76, 3.800000, Ego, 0, 14.261725, 0.000000, 3.074982, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 92.452345, -1.535000, 0.000000, 14.261725, 0.000000, 0.000000, -6.321000, 0.000000, 0.000000, 92.452345, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.300000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.300000, -1, -0.765000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
77, 3.850000, Ego, 0, 13.914070, 0.000000, 5.062707, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 93.148048, -1.535000, 0.000000, 13.914070, 0.000000, 0.000000, -6.953100, 0.000000, 0.000000, 93.148048, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.250000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.250000, -1, -0.715000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
78, 3.900000, Ego, 0, 13.534810, 0.000000, 0.713066, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 93.824789, -1.535000, 0.000000, 13.534810, 0.000000, 0.000000, -7.585200, 0.000000, 0.000000, 93.824789, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.285714, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.200000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.200000, -1, -0.665000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
79, 3.950000, Ego, 0, 13.155550, 0.000000, 2.592430, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 94.482566, -1.535000, 0.000000, 13.155550, 0.000000, 0.000000, -7.585200, 0.000000, 0.000000, 94.482566, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.428571, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.150000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.150000, -1, -0.615000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
80, 4.000000, Ego, 0, 12.776290, 0.000000, 4.417614, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 95.121381, -1.535000, 0.000000, 12.776290, 0.000000, 0.000000, -7.585200, 0.000000, 0.000000, 95.121381, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.571429, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.100000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, -0.000000, 0.000000, 110.000000, -2.100000, -1, -0.565000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
81, 4.050000, Ego, 0, 12.397030, 0.000000, 6.188619, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 95.741232, -1.535000, 0.000000, 12.397030, 0.000000, 0.000000, -7.585200, 0.000000, 0.000000, 95.741232, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.714286, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.050000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.050000, -1, -0.515000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
82, 4.100000, Ego, 0, 12.017770, 0.000000, 1.622258, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 96.342121, -1.535000, 0.000000, 12.017770, 0.000000, 0.000000, -7.585200, 0.000000, 0.000000, 96.342121, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 5.857143, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -2.000000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -2.000000, -1, -0.465000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
83, 4.150000, Ego, 0, 11.601270, 0.000000, 3.279582, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 96.922184, -1.535000, 0.000000, 11.601270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 96.922184, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 6.000000, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.950000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.950000, -1, -0.415000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
84, 4.200000, Ego, 0, 11.184770, 0.000000, 4.877406, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 97.481423, -1.535000, 0.000000, 11.184770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 97.481423, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 6.142857, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.900000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.900000, -1, -0.365000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
85, 4.250000, Ego, 0, 10.768270, 0.000000, 0.132545, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 98.019836, -1.535000, 0.000000, 10.768270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 98.019836, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.002529, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.850000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.850000, -1, -0.315000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
86, 4.300000, Ego, 0, 10.351770, 0.000000, 1.611369, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 98.537425, -1.535000, 0.000000, 10.351770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 98.537425, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.145386, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.800000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.800000, -1, -0.265000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
87, 4.350000, Ego, 0, 9.935270, 0.000000, 3.030694, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 99.034188, -1.535000, 0.000000, 9.935270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 99.034188, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.288243, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.750000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.750000, -1, -0.215000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
88, 4.400000, Ego, 0, 9.518770, 0.000000, 4.390518, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 99.510127, -1.535000, 0.000000, 9.518770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 99.510127, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.431100, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.700000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.700000, -1, -0.165000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
89, 4.450000, Ego, 0, 9.102270, 0.000000, 5.690842, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 99.965240, -1.535000, 0.000000, 9.102270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 99.965240, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.573958, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.650000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.650000, -1, -0.115000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
90, 4.500000, Ego, 0, 8.685770, 0.000000, 0.648481, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 100.399529, -1.535000, 0.000000, 8.685770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 100.399529, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.716815, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.600000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.600000, -1, -0.065000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
91, 4.550000, Ego, 0, 8.269270, 0.000000, 1.829805, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 100.812992, -1.535000, 0.000000, 8.269270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 100.812992, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 0.859672, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.550000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.550000, -1, -0.015000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
92, 4.600000, Ego, 0, 7.852770, 0.000000, 2.951630, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 101.205631, -1.535000, 0.000000, 7.852770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 101.205631, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.002529, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.500000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.500000, -1, 0.035000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
93, 4.650000, Ego, 0, 7.436270, 0.000000, 4.013954, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 101.577444, -1.535000, 0.000000, 7.436270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 101.577444, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.145386, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.450000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.450000, -1, 0.085000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
94, 4.700000, Ego, 0, 7.019770, 0.000000, 5.016778, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 101.928433, -1.535000, 0.000000, 7.019770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 101.928433, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.288243, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.400000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.400000, -1, 0.135000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
95, 4.750000, Ego, 0, 6.603270, 0.000000, 5.960103, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 102.258596, -1.535000, 0.000000, 6.603270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 102.258596, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.431100, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.350000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.350000, -1, 0.185000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
96, 4.800000, Ego, 0, 6.186770, 0.000000, 0.560742, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 102.567935, -1.535000, 0.000000, 6.186770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 102.567935, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.573958, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.300000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.300000, -1, 0.235000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
97, 4.850000, Ego, 0, 5.770270, 0.000000, 1.385066, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 102.856448, -1.535000, 0.000000, 5.770270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 102.856448, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.716815, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.250000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.250000, -1, 0.285000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
98, 4.900000, Ego, 0, 5.353770, 0.000000, 2.149890, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 103.124137, -1.535000, 0.000000, 5.353770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 103.124137, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 1.859672, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.200000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.200000, -1, 0.335000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
99, 4.950000, Ego, 0, 4.937270, 0.000000, 2.855214, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 103.371000, -1.535000, 0.000000, 4.937270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 103.371000, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.002529, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.150000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.150000, -1, 0.385000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
100, 5.000000, Ego, 0, 4.520770, 0.000000, 3.501039, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 103.597039, -1.535000, 0.000000, 4.520770, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 103.597039, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.145386, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.100000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.100000, -1, 0.435000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
101, 5.050000, Ego, 0, 4.104270, 0.000000, 4.087363, 1.458009, 0.003289, 0.766293, 5.043196, 2.037635, 1.493122, 103.802252, -1.535000, 0.000000, 4.104270, 0.000000, 0.000000, -8.330000, 0.000000, 0.000000, 103.802252, -1.535000, -1, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, , Pedestrian, 1, 1.000000, 0.000000, 2.288243, -0.035237, 0.000419, 0.909958, 1.054907, 0.250000, 1.782590, 110.000000, -1.050000, 0.000000, 0.000000, 1.000000, 0.000000, 0.000000, 0.000000, 0.000000, 110.000000, -1.050000, -1, 0.485000, 1.570795, 0.000000, 1.570796, 1.570795, 0.000000, 0.000000, , 
